,tripyear,tripmonth,tripday,count
929,2014,2,18,419655
930,2014,2,19,446126
931,2014,2,20,466020
932,2014,2,21,503515
933,2014,2,22,522080
934,2014,2,23,442458
935,2014,2,24,439480
936,2014,2,25,472383
937,2014,2,26,492982
938,2014,2,27,512342
939,2014,2,28,544363
940,2014,3,1,554906
941,2014,3,2,462065
942,2014,3,3,463982
943,2014,3,4,499349
944,2014,3,5,508381
945,2014,3,6,531137
946,2014,3,7,547177
947,2014,3,8,551574
948,2014,3,9,473451
949,2014,3,10,442200
950,2014,3,11,456983
951,2014,3,12,483326
952,2014,3,13,549191
953,2014,3,14,539176
954,2014,3,15,547916
955,2014,3,16,485008
956,2014,3,17,433321
957,2014,3,18,469975
958,2014,3,19,489567
959,2014,3,20,500070
960,2014,3,21,516535
961,2014,3,22,534441
962,2014,3,23,480744
963,2014,3,24,443322
964,2014,3,25,461531
965,2014,3,26,502757
966,2014,3,27,507907
967,2014,3,28,522404
968,2014,3,29,574530
969,2014,3,30,462771
970,2014,3,31,432430
971,2014,4,1,462503
972,2014,4,2,483841
973,2014,4,3,499912
974,2014,4,4,544519
975,2014,4,5,543175
976,2014,4,6,475267
977,2014,4,7,460614
978,2014,4,8,467018
979,2014,4,9,484663
980,2014,4,10,498870
981,2014,4,11,506025
982,2014,4,12,540202
983,2014,4,13,472041
984,2014,4,14,419268
985,2014,4,15,481424
986,2014,4,16,495438
987,2014,4,17,508415
988,2014,4,18,514893
989,2014,4,19,483916
990,2014,4,20,429066
991,2014,4,21,421347
992,2014,4,22,463407
993,2014,4,23,501335
994,2014,4,24,505056
995,2014,4,25,526282
996,2014,4,26,540090
997,2014,4,27,473210
998,2014,4,28,436246
999,2014,4,29,483147
1000,2014,4,30,497569
1001,2014,5,1,492691
1002,2014,5,2,516985
1003,2014,5,3,544063
1004,2014,5,4,475789
1005,2014,5,5,461342
1006,2014,5,6,483245
1007,2014,5,7,484552
1008,2014,5,8,508104
1009,2014,5,9,523936
1010,2014,5,10,527537
1011,2014,5,11,454120
1012,2014,5,12,437492
1013,2014,5,13,473044
1014,2014,5,14,466666
1015,2014,5,15,495003
1016,2014,5,16,515834
1017,2014,5,17,506831
1018,2014,5,18,473932
1019,2014,5,19,452923
1020,2014,5,20,472199
1021,2014,5,21,483979
1022,2014,5,22,489262
1023,2014,5,23,495859
1024,2014,5,24,413311
1025,2014,5,25,378073
1026,2014,5,26,336173
1027,2014,5,27,432969
1028,2014,5,28,472420
1029,2014,5,29,489739
1030,2014,5,30,503977
1031,2014,5,31,511991
1032,2014,6,1,435163
1033,2014,6,2,428122
1034,2014,6,3,462670
1035,2014,6,4,482348
1036,2014,6,5,501694
1037,2014,6,6,495170
1038,2014,6,7,504156
1039,2014,6,8,434856
1040,2014,6,9,440162
1041,2014,6,10,463614
1042,2014,6,11,477219
1043,2014,6,12,498857
1044,2014,6,13,496516
1045,2014,6,14,487611
1046,2014,6,15,414417
1047,2014,6,16,423175
1048,2014,6,17,449368
1049,2014,6,18,472667
1050,2014,6,19,487104
1051,2014,6,20,485548
1052,2014,6,21,473409
1053,2014,6,22,430757
1054,2014,6,23,413205
1055,2014,6,24,441878
1056,2014,6,25,468089
1057,2014,6,26,486884
1058,2014,6,27,474158
1059,2014,6,28,472015
1060,2014,6,29,402696
1061,2014,6,30,409501
1062,2014,7,1,445743
1063,2014,7,2,439423
1064,2014,7,3,417460
1065,2014,7,4,309652
1066,2014,7,5,308304
1067,2014,7,6,313544
1068,2014,7,7,378451
1069,2014,7,8,434856
1070,2014,7,9,448579
1071,2014,7,10,456003
1072,2014,7,11,458597
1073,2014,7,12,447090
1074,2014,7,13,410483
1075,2014,7,14,416403
1076,2014,7,15,436616
1077,2014,7,16,449192
1078,2014,7,17,457123
1079,2014,7,18,460247
1080,2014,7,19,445222
1081,2014,7,20,398703
1082,2014,7,21,399110
1083,2014,7,22,447126
1084,2014,7,23,466725
1085,2014,7,24,461698
1086,2014,7,25,461493
1087,2014,7,26,448388
1088,2014,7,27,403948
1089,2014,7,28,368733
1090,2014,7,29,422448
1091,2014,7,30,441490
1092,2014,7,31,453515
1093,2014,8,1,453428
1094,2014,8,2,440096
1095,2014,8,3,397765
1096,2014,8,4,392871
1097,2014,8,5,422243
1098,2014,8,6,439508
1099,2014,8,7,446629
1100,2014,8,8,445799
1101,2014,8,9,420314
1102,2014,8,10,372124
1103,2014,8,11,377494
1104,2014,8,12,413297
1105,2014,8,13,434391
1106,2014,8,14,439289
1107,2014,8,15,444148
1108,2014,8,16,419353
1109,2014,8,17,380140
1110,2014,8,18,376662
1111,2014,8,19,405997
1112,2014,8,20,422389
1113,2014,8,21,441620
1114,2014,8,22,419858
1115,2014,8,23,402490
1116,2014,8,24,364236
1117,2014,8,25,357998
1118,2014,8,26,389266
1119,2014,8,27,415610
1120,2014,8,28,414649
1121,2014,8,29,410496
1122,2014,8,30,376328
1123,2014,8,31,352389
1124,2014,9,1,319157
1125,2014,9,2,408333
1126,2014,9,3,441040
1127,2014,9,4,469500
1128,2014,9,5,496714
1129,2014,9,6,503100
1130,2014,9,7,445959
1131,2014,9,8,430611
1132,2014,9,9,450763
1133,2014,9,10,466592
1134,2014,9,11,478607
1135,2014,9,12,486929
1136,2014,9,13,513501
1137,2014,9,14,450849
1138,2014,9,15,421980
1139,2014,9,16,447618
1140,2014,9,17,451216
1141,2014,9,18,464358
1142,2014,9,19,488834
1143,2014,9,20,492576
1144,2014,9,21,402953
1145,2014,9,22,393656
1146,2014,9,23,401123
1147,2014,9,24,416770
1148,2014,9,25,426440
1149,2014,9,26,448361
1150,2014,9,27,486921
1151,2014,9,28,433820
1152,2014,9,29,400318
1153,2014,9,30,435417
1154,2014,10,1,458010
1155,2014,10,2,467301
1156,2014,10,3,485297
1157,2014,10,4,467371
1158,2014,10,5,416216
1159,2014,10,6,409584
1160,2014,10,7,436891
1161,2014,10,8,456070
1162,2014,10,9,477361
1163,2014,10,10,489982
1164,2014,10,11,509530
1165,2014,10,12,437673
1166,2014,10,13,389171
1167,2014,10,14,431529
1168,2014,10,15,456636
1169,2014,10,16,481635
1170,2014,10,17,492494
1171,2014,10,18,513702
1172,2014,10,19,461858
1173,2014,10,20,416422
1174,2014,10,21,445571
1175,2014,10,22,461722
1176,2014,10,23,471818
1177,2014,10,24,492064
1178,2014,10,25,500873
1179,2014,10,26,441193
1180,2014,10,27,411856
1181,2014,10,28,434802
1182,2014,10,29,454041
1183,2014,10,30,469494
1184,2014,10,31,494320
1185,2014,11,1,561404
1186,2014,11,2,435721
1187,2014,11,3,412503
1188,2014,11,4,424682
1189,2014,11,5,449110
1190,2014,11,6,470232
1191,2014,11,7,486697
1192,2014,11,8,515675
1193,2014,11,9,445908
1194,2014,11,10,407197
1195,2014,11,11,402435
1196,2014,11,12,444745
1197,2014,11,13,464077
1198,2014,11,14,491482
1199,2014,11,15,508043
1200,2014,11,16,442084
1201,2014,11,17,402189
1202,2014,11,18,456387
1203,2014,11,19,458644
1204,2014,11,20,458620
1205,2014,11,21,495376
1206,2014,11,22,516116
1207,2014,11,23,425989
1208,2014,11,24,398633
1209,2014,11,25,409243
1210,2014,11,26,425449
1211,2014,11,27,296309
1212,2014,11,28,347711
1213,2014,11,29,395378
1214,2014,11,30,370177
1215,2014,12,1,399044
1216,2014,12,2,440620
1217,2014,12,3,438432
1218,2014,12,4,458616
1219,2014,12,5,496034
1220,2014,12,6,508899
1221,2014,12,7,460972
1222,2014,12,8,431042
1223,2014,12,9,437220
1224,2014,12,10,447350
1225,2014,12,11,469687
1226,2014,12,12,497272
1227,2014,12,13,501276
1228,2014,12,14,441365
1229,2014,12,15,410459
1230,2014,12,16,439779
1231,2014,12,17,456564
1232,2014,12,18,482660
1233,2014,12,19,509016
1234,2014,12,20,494266
1235,2014,12,21,419889
1236,2014,12,22,382112
1237,2014,12,23,384346
1238,2014,12,24,348267
1239,2014,12,25,210250
1240,2014,12,26,278667
1241,2014,12,27,323696
1242,2014,12,28,323916
1243,2014,12,29,339450
1244,2014,12,30,377702
1245,2014,12,31,405293
1246,2015,1,1,382014
1247,2015,1,2,345296
1248,2015,1,3,406769
1249,2015,1,4,328848
1250,2015,1,5,362924
1251,2015,1,6,383902
1252,2015,1,7,429308
1253,2015,1,8,450601
1254,2015,1,9,447563
1255,2015,1,10,515236
1256,2015,1,11,419436
1257,2015,1,12,396038
1258,2015,1,13,448149
1259,2015,1,14,442184
1260,2015,1,15,450751
1261,2015,1,16,477847
1262,2015,1,17,476571
1263,2015,1,18,426908
1264,2015,1,19,342502
1265,2015,1,20,405190
1266,2015,1,21,431205
1267,2015,1,22,451868
1268,2015,1,23,472146
1269,2015,1,24,460302
1270,2015,1,25,407447
1271,2015,1,26,230049
1272,2015,1,27,135460
1273,2015,1,28,379944
1274,2015,1,29,431647
1275,2015,1,30,483118
1276,2015,1,31,519794
1277,2015,2,1,422943
1278,2015,2,2,336627
1279,2015,2,3,420848
1280,2015,2,4,415249
1281,2015,2,5,459398
1282,2015,2,6,476736
1283,2015,2,7,485251
1284,2015,2,8,410266
1285,2015,2,9,380916
1286,2015,2,10,424216
1287,2015,2,11,446859
1288,2015,2,12,463330
1289,2015,2,13,485898
1290,2015,2,14,501201
1291,2015,2,15,458982
1292,2015,2,16,412495
1293,2015,2,17,393985
1294,2015,2,18,436231
1295,2015,2,19,477303
1296,2015,2,20,498593
1297,2015,2,21,455121
1298,2015,2,22,398963
1299,2015,2,23,431519
1300,2015,2,24,448145
1301,2015,2,25,443927
1302,2015,2,26,471374
1303,2015,2,27,486694
1304,2015,2,28,499318
1305,2015,3,1,385075
1306,2015,3,2,388260
1307,2015,3,3,397382
1308,2015,3,4,435473
1309,2015,3,5,366224
1310,2015,3,6,446537
1311,2015,3,7,504034
1312,2015,3,8,411751
1313,2015,3,9,391702
1314,2015,3,10,413664
1315,2015,3,11,427985
1316,2015,3,12,461339
1317,2015,3,13,476607
1318,2015,3,14,496319
1319,2015,3,15,418671
1320,2015,3,16,374536
1321,2015,3,17,413092
1322,2015,3,18,452660
1323,2015,3,19,451613
1324,2015,3,20,457915
1325,2015,3,21,467883
1326,2015,3,22,428878
1327,2015,3,23,389979
1328,2015,3,24,411739
1329,2015,3,25,426728
1330,2015,3,26,427236
1331,2015,3,27,465199
1332,2015,3,28,510173
1333,2015,3,29,424130
1334,2015,3,30,390638
1335,2015,3,31,429529
1336,2015,4,1,439865
1337,2015,4,2,443987
1338,2015,4,3,443759
1339,2015,4,4,439978
1340,2015,4,5,377318
1341,2015,4,6,375397
1342,2015,4,7,425546
1343,2015,4,8,443136
1344,2015,4,9,460152
1345,2015,4,10,467725
1346,2015,4,11,473564
1347,2015,4,12,407202
1348,2015,4,13,376851
1349,2015,4,14,411603
1350,2015,4,15,426875
1351,2015,4,16,451797
1352,2015,4,17,468981
1353,2015,4,18,500718
1354,2015,4,19,445652
1355,2015,4,20,396990
1356,2015,4,21,425837
1357,2015,4,22,432212
1358,2015,4,23,463219
1359,2015,4,24,473821
1360,2015,4,25,489280
1361,2015,4,26,424420
1362,2015,4,27,393256
1363,2015,4,28,411479
1364,2015,4,29,427268
1365,2015,4,30,445872
1366,2015,5,1,461322
1367,2015,5,2,507415
1368,2015,5,3,435050
1369,2015,5,4,390263
1370,2015,5,5,432452
1371,2015,5,6,444948
1372,2015,5,7,442222
1373,2015,5,8,448997
1374,2015,5,9,469017
1375,2015,5,10,405427
1376,2015,5,11,395280
1377,2015,5,12,424512
1378,2015,5,13,439371
1379,2015,5,14,439936
1380,2015,5,15,457541
1381,2015,5,16,479580
1382,2015,5,17,423198
1383,2015,5,18,403641
1384,2015,5,19,432943
1385,2015,5,20,441232
1386,2015,5,21,446819
1387,2015,5,22,419629
1388,2015,5,23,383363
1389,2015,5,24,336652
1390,2015,5,25,301706
1391,2015,5,26,387134
1392,2015,5,27,415919
1393,2015,5,28,432112
1394,2015,5,29,441299
1395,2015,5,30,451080
1396,2015,5,31,368019
1397,2015,6,1,401115
1398,2015,6,2,420278
1399,2015,6,3,426076
1400,2015,6,4,444797
1401,2015,6,5,451438
1402,2015,6,6,449994
1403,2015,6,7,402287
1404,2015,6,8,391391
1405,2015,6,9,409514
1406,2015,6,10,424656
1407,2015,6,11,440211
1408,2015,6,12,443314
1409,2015,6,13,428151
1410,2015,6,14,382127
1411,2015,6,15,375130
1412,2015,6,16,400831
1413,2015,6,17,426069
1414,2015,6,18,429681
1415,2015,6,19,436551
1416,2015,6,20,414016
1417,2015,6,21,366272
1418,2015,6,22,375201
1419,2015,6,23,406426
1420,2015,6,24,411629
1421,2015,6,25,419988
1422,2015,6,26,426046
1423,2015,6,27,446012
1424,2015,6,28,348538
1425,2015,6,29,360081
1426,2015,6,30,374560
1427,2016,01,01,345037
1428,2016,01,02,312831
1429,2016,01,03,302878
1430,2016,01,04,316171
1431,2016,01,05,343251
1432,2016,01,06,348516
1433,2016,01,07,364894
1434,2016,01,08,392070
1435,2016,01,09,405825
1436,2016,01,10,351788
1437,2016,01,11,342651
1438,2016,01,12,367390
1439,2016,01,13,395090
1440,2016,01,14,396473
1441,2016,01,15,401289
1442,2016,01,16,411899
1443,2016,01,17,379156
1444,2016,01,18,341481
1445,2016,01,19,385187
1446,2016,01,20,382105
1447,2016,01,21,399654
1448,2016,01,22,420162
1449,2016,01,23,78133
1450,2016,01,24,159766
1451,2016,01,25,282087
1452,2016,01,26,327655
1453,2016,01,27,359180
1454,2016,01,28,383326
1455,2016,01,29,414039
1456,2016,01,30,435369
1457,2016,01,31,361505
1458,2016,02,01,341323
1459,2016,02,02,363162
1460,2016,02,03,372021
1461,2016,02,04,394699
1462,2016,02,05,409453
1463,2016,02,06,428485
1464,2016,02,07,373201
1465,2016,02,08,343066
1466,2016,02,09,367992
1467,2016,02,10,393400
1468,2016,02,11,431206
1469,2016,02,12,434350
1470,2016,02,13,448611
1471,2016,02,14,402448
1472,2016,02,15,350399
1473,2016,02,16,363836
1474,2016,02,17,386982
1475,2016,02,18,410641
1476,2016,02,19,420796
1477,2016,02,20,424783
1478,2016,02,21,372128
1479,2016,02,22,346756
1480,2016,02,23,395790
1481,2016,02,24,400055
1482,2016,02,25,413644
1483,2016,02,26,437798
1484,2016,02,27,440935
1485,2016,02,28,366255
1486,2016,02,29,347834
1487,2016,03,01,372868
1488,2016,03,02,407187
1489,2016,03,03,428124
1490,2016,03,04,434165
1491,2016,03,05,451262
1492,2016,03,06,385103
1493,2016,03,07,348700
1494,2016,03,08,372923
1495,2016,03,09,384571
1496,2016,03,10,406611
1497,2016,03,11,425288
1498,2016,03,12,442084
1499,2016,03,13,366816
1500,2016,03,14,383944
1501,2016,03,15,383315
1502,2016,03,16,398150
1503,2016,03,17,399704
1504,2016,03,18,436716
1505,2016,03,19,442185
1506,2016,03,20,389644
1507,2016,03,21,344322
1508,2016,03,22,366751
1509,2016,03,23,381739
1510,2016,03,24,407035
1511,2016,03,25,399751
1512,2016,03,26,403899
1513,2016,03,27,345577
1514,2016,03,28,344634
1515,2016,03,29,378360
1516,2016,03,30,385469
1517,2016,03,31,394055
1518,2016,04,01,411731
1519,2016,04,02,444864
1520,2016,04,03,392300
1521,2016,04,04,374947
1522,2016,04,05,399821
1523,2016,04,06,400950
1524,2016,04,07,409679
1525,2016,04,08,440403
1526,2016,04,09,456980
1527,2016,04,10,391677
1528,2016,04,11,355531
1529,2016,04,12,390280
1530,2016,04,13,394754
1531,2016,04,14,414170
1532,2016,04,15,433306
1533,2016,04,16,452929
1534,2016,04,17,394757
1535,2016,04,18,355564
1536,2016,04,19,377804
1537,2016,04,20,395607
1538,2016,04,21,390407
1539,2016,04,22,388318
1540,2016,04,23,391827
1541,2016,04,24,357475
1542,2016,04,25,333122
1543,2016,04,26,371411
1544,2016,04,27,374952
1545,2016,04,28,401677
1546,2016,04,29,416560
1547,2016,04,30,420535
1548,2016,05,01,382101
1549,2016,05,02,357575
1550,2016,05,03,400483
1551,2016,05,04,407304
1552,2016,05,05,424369
1553,2016,05,06,437048
1554,2016,05,07,433299
1555,2016,05,08,373217
1556,2016,05,09,349289
1557,2016,05,10,376314
1558,2016,05,11,383504
1559,2016,05,12,400088
1560,2016,05,13,397062
1561,2016,05,14,435309
1562,2016,05,15,408281
1563,2016,05,16,378829
1564,2016,05,17,397628
1565,2016,05,18,381384
1566,2016,05,19,406035
1567,2016,05,20,414711
1568,2016,05,21,435894
1569,2016,05,22,369331
1570,2016,05,23,346991
1571,2016,05,24,371418
1572,2016,05,25,385842
1573,2016,05,26,388607
1574,2016,05,27,364951
1575,2016,05,28,329787
1576,2016,05,29,298191
1577,2016,05,30,261187
1578,2016,05,31,340824
1579,2016,06,01,368774
1580,2016,06,02,392922
1581,2016,06,03,401806
1582,2016,06,04,420585
1583,2016,06,05,353145
1584,2016,06,06,356542
1585,2016,06,07,376429
1586,2016,06,08,381578
1587,2016,06,09,393684
1588,2016,06,10,401458
1589,2016,06,11,388008
1590,2016,06,12,329144
1591,2016,06,13,341089
1592,2016,06,14,363431
1593,2016,06,15,383083
1594,2016,06,16,398725
1595,2016,06,17,388360
1596,2016,06,18,370619
1597,2016,06,19,330195
1598,2016,06,20,335992
1599,2016,06,21,364462
1600,2016,06,22,373447
1601,2016,06,23,390058
1602,2016,06,24,388394
1603,2016,06,25,388863
1604,2016,06,26,331802
1605,2016,06,27,358759
1606,2016,06,28,348740
1607,2016,06,29,357125
1608,2016,06,30,358251
1609,2016,07,01,324990
1610,2016,07,02,266276
1611,2016,07,03,232343
1612,2016,07,04,226837
1613,2016,07,05,293436
1614,2016,07,06,311148
1615,2016,07,07,350404
1616,2016,07,08,347552
1617,2016,07,09,333013
1618,2016,07,10,302693
1619,2016,07,11,306637
1620,2016,07,12,341393
1621,2016,07,13,370677
1622,2016,07,14,374150
1623,2016,07,15,373908
1624,2016,07,16,350449
1625,2016,07,17,325670
1626,2016,07,18,329661
1627,2016,07,19,344310
1628,2016,07,20,357482
1629,2016,07,21,363728
1630,2016,07,22,375854
1631,2016,07,23,355724
1632,2016,07,24,322468
1633,2016,07,25,320976
1634,2016,07,26,350450
1635,2016,07,27,362177
1636,2016,07,28,369819
1637,2016,07,29,360758
1638,2016,07,30,343574
1639,2016,07,31,305523
1640,2016,08,01,308763
1641,2016,08,02,330690
1642,2016,08,03,339751
1643,2016,08,04,353411
1644,2016,08,05,343476
1645,2016,08,06,324402
1646,2016,08,07,291897
1647,2016,08,08,291540
1648,2016,08,09,327187
1649,2016,08,10,345235
1650,2016,08,11,364860
1651,2016,08,12,359868
1652,2016,08,13,338325
1653,2016,08,14,287668
1654,2016,08,15,306100
1655,2016,08,16,333615
1656,2016,08,17,335237
1657,2016,08,18,343959
1658,2016,08,19,338709
1659,2016,08,20,314436
1660,2016,08,21,290441
1661,2016,08,22,283148
1662,2016,08,23,305068
1663,2016,08,24,321490
1664,2016,08,25,332810
1665,2016,08,26,325712
1666,2016,08,27,309307
1667,2016,08,28,286052
1668,2016,08,29,287726
1669,2016,08,30,300429
1670,2016,08,31,320951
1671,2016,09,01,328731
1672,2016,09,02,302022
1673,2016,09,03,270399
1674,2016,09,04,246690
1675,2016,09,05,234286
1676,2016,09,06,320607
1677,2016,09,07,352110
1678,2016,09,08,374100
1679,2016,09,09,383524
1680,2016,09,10,391609
1681,2016,09,11,339972
1682,2016,09,12,306087
1683,2016,09,13,342943
1684,2016,09,14,354721
1685,2016,09,15,365148
1686,2016,09,16,371738
1687,2016,09,17,375619
1688,2016,09,18,332291
1689,2016,09,19,293917
1690,2016,09,20,315049
1691,2016,09,21,325578
1692,2016,09,22,349716
1693,2016,09,23,359645
1694,2016,09,24,378181
1695,2016,09,25,337791
1696,2016,09,26,320999
1697,2016,09,27,342012
1698,2016,09,28,360689
1699,2016,09,29,367890
1700,2016,09,30,371954
1701,2016,10,01,368086
1702,2016,10,02,324835
1703,2016,10,03,288557
1704,2016,10,04,319555
1705,2016,10,05,358090
1706,2016,10,06,370539
1707,2016,10,07,366376
1708,2016,10,08,378088
1709,2016,10,09,333626
1710,2016,10,10,291791
1711,2016,10,11,321694
1712,2016,10,12,320177
1713,2016,10,13,367959
1714,2016,10,14,380513
1715,2016,10,15,381537
1716,2016,10,16,335589
1717,2016,10,17,315861
1718,2016,10,18,339332
1719,2016,10,19,355020
1720,2016,10,20,366184
1721,2016,10,21,376369
1722,2016,10,22,401855
1723,2016,10,23,343516
1724,2016,10,24,326669
1725,2016,10,25,359918
1726,2016,10,26,366660
1727,2016,10,27,363272
1728,2016,10,28,387361
1729,2016,10,29,390484
1730,2016,10,30,344633
1731,2016,10,31,310480
1732,2016,11,01,355424
1733,2016,11,02,346670
1734,2016,11,03,373793
1735,2016,11,04,378670
1736,2016,11,05,392295
1737,2016,11,06,336730
1738,2016,11,07,322666
1739,2016,11,08,318981
1740,2016,11,09,355018
1741,2016,11,10,359630
1742,2016,11,11,365267
1743,2016,11,12,382598
1744,2016,11,13,339631
1745,2016,11,14,319067
1746,2016,11,15,349883
1747,2016,11,16,348325
1748,2016,11,17,359986
1749,2016,11,18,372328
1750,2016,11,19,384371
1751,2016,11,20,337966
1752,2016,11,21,328811
1753,2016,11,22,345462
1754,2016,11,23,325062
1755,2016,11,24,219830
1756,2016,11,25,244016
1757,2016,11,26,297411
1758,2016,11,27,282571
1759,2016,11,28,298385
1760,2016,11,29,323949
1761,2016,11,30,337332
1762,2016,12,01,364949
1763,2016,12,02,390235
1764,2016,12,03,400785
1765,2016,12,04,346550
1766,2016,12,05,333589
1767,2016,12,06,350832
1768,2016,12,07,361705
1769,2016,12,08,377374
1770,2016,12,09,405547
1771,2016,12,10,412173
1772,2016,12,11,341580
1773,2016,12,12,330215
1774,2016,12,13,352855
1775,2016,12,14,375027
1776,2016,12,15,404341
1777,2016,12,16,419164
1778,2016,12,17,390324
1779,2016,12,18,350864
1780,2016,12,19,347163
1781,2016,12,20,356840
1782,2016,12,21,350458
1783,2016,12,22,340109
1784,2016,12,23,315757
1785,2016,12,24,254228
1786,2016,12,25,167893
1787,2016,12,26,205192
1788,2016,12,27,248803
1789,2016,12,28,276253
1790,2016,12,29,290514
1791,2016,12,30,303923
1792,2016,12,31,284166
